,compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments,pDTC_Value,SMILES,base_rdkit_smiles
25457,CHEMBL2205043,XUMDENDMRHWGGR-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21486038.0,IC50,=,31000.0,NM,,,,,,,,,,,,,,,Inhibition of human recombinant CYP2C9 using dibenzylfluorescein after 45 mins by fluorescence spectrophotometric analysis,"Discovery of 1-[2-(2,4-Dimethylphenylsulfanyl)phenyl]piperazine (Lu AA21004): A Novel Multimodal Compound for the Treatment of Major Depressive Disorder.",J. Med. Chem.,PUBLICATION,,4.508638306165727,C1CN(CCN1)C2=CC=CC=C2SC3=CC=C(C=C3)Cl.Cl,Clc1ccc(Sc2ccccc2N2CCNCC2)cc1
26010,CHEMBL86304,YHXISWVBGDMDLQ-UHFFFAOYSA-N,MOCLOBEMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
26011,CHEMBL86304,YHXISWVBGDMDLQ-UHFFFAOYSA-N,MOCLOBEMIDE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
26075,CHEMBL2087445,YJOREKPBKODAPH-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-7.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-7.0,COC1=CC=CC=C1C2=CC(=NN2)NC(=O)CCCCN3CCCCC3,COc1ccccc1-c1cc(NC(=O)CCCCN2CCCCC2)n[nH]1
26293,CHEMBL1083485,YOCUJVXRRWEPDN-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,20465311.0,INHIBITION,=,-10.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 at 3 uM by Gentest method,"Novel alpha-7 nicotinic acetylcholine receptor agonists containing a urea moiety: identification and characterization of the potent, selective, and orally efficacious agonist 1-[6-(4-fluorophenyl)pyridin-3-yl]-3-(4-piperidin-1-ylbutyl) urea (SEN34625/WYE-103914).",J. Med. Chem.,PUBLICATION,,-10.0,C1CCN(CC1)CCCCNC(=O)NC2=CN=C(C=C2)C3=CC=CC=C3F,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccc2F)nc1
26611,CHEMBL1738699,YVPGZQLRPAGKLA-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21855338.0,INHIBITION,=,81.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 at 10 uM,Discovery of potent and novel S-nitrosoglutathione reductase inhibitors devoid of cytochrome P450 activities.,Bioorg. Med. Chem. Lett.,PUBLICATION,,81.0,CC1=C(C=CC(=C1)C(=O)N)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O,Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1
26702,CHEMBL3262168,YXVBKPDMQWCFGZ-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24814197.0,INHIBITION,=,10.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin) at 10 uM,Discovery of Novel 2-((Pyridin-3-yloxy)methyl)piperazines as a7 Nicotinic Acetylcholine Receptor Modulators for the Treatment of Inflammatory Disorders.,J. Med. Chem.,PUBLICATION,,10.0,COC1=C(C=C(C=C1)NC(=O)N2CCNCC2COC3=CN=CC=C3)Cl.Cl,COc1ccc(NC(=O)N2CCNCC2COc2cccnc2)cc1Cl
27407,CHEMBL56564,ZNRGQMMCGHDTEI-ITGUQSILSA-N,TROPISETRON,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
27408,CHEMBL56564,ZNRGQMMCGHDTEI-ITGUQSILSA-N,TROPISETRON,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
27409,CHEMBL56564,ZNRGQMMCGHDTEI-ITGUQSILSA-N,TROPISETRON,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
27502,CHEMBL1651219,ZQBPXBADOJMCRU-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23009245.0,IC50,=,4000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes,Orally Active Metabotropic Glutamate Subtype 2 Receptor Positive Allosteric Modulators: Structure-Activity Relationships and Assessment in a Rat Model of Nicotine Dependence.,J. Med. Chem.,PUBLICATION,,5.3979400086720375,C1CCC(C1)N2C(=O)C3=C(S2)C=C(C=C3)OCC4=CC(=CC=C4)C5=CC(=C(C=C5)Cl)C(=O)O,O=C(O)c1cc(-c2cccc(COc3ccc4c(=O)n(C5CCCC5)sc4c3)c2)ccc1Cl
27503,CHEMBL1651219,ZQBPXBADOJMCRU-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,23009245.0,INHIBITION,=,93.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes at 10 uM,Orally Active Metabotropic Glutamate Subtype 2 Receptor Positive Allosteric Modulators: Structure-Activity Relationships and Assessment in a Rat Model of Nicotine Dependence.,J. Med. Chem.,PUBLICATION,,93.0,C1CCC(C1)N2C(=O)C3=C(S2)C=C(C=C3)OCC4=CC(=CC=C4)C5=CC(=C(C=C5)Cl)C(=O)O,O=C(O)c1cc(-c2cccc(COc3ccc4c(=O)n(C5CCCC5)sc4c3)c2)ccc1Cl
27728,CHEMBL3262132,ZWCUBSOPHPGVRD-UTONKHPSSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24814197.0,INHIBITION,=,22.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin) at 10 uM,Discovery of Novel 2-((Pyridin-3-yloxy)methyl)piperazines as a7 Nicotinic Acetylcholine Receptor Modulators for the Treatment of Inflammatory Disorders.,J. Med. Chem.,PUBLICATION,,22.0,C1CN([C@H](CN1)COC2=CN=CC=C2)C3=NC4=C(O3)C=CC=N4.Cl,c1cncc(OC[C@H]2CNCCN2c2nc3ncccc3o2)c1
28259,CHEMBL3823832,,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,=,6900.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 in human liver microsomes assessed as reduction in tolbutamide 4-hydroxylation by LC-MS/MS analysis,In vivo phenotypic drug discovery: applying a behavioral assay to the discovery and optimization of novel antipsychotic agents,MedChemComm,PUBLICATION,,5.161150909262744,CC1=C(C2=CC=CC=C2S1)[C@@H]3C=CNC=N3,Cc1sc2ccccc2c1[C@@H]1C=CNC=N1
