,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
23965,XBSXHYZDANRNJE-DZQCGVKKNA-N,CHEMBL1466277,1559,A,5.85,chembl20,737826,9606,CYP2C9,un28,BrC1=NC(N)=C(C2=C1C(F)=CC=C2)C=3C=CC=CC3,Nc1nc(Br)c2c(F)cccc2c1-c1ccccc1
23966,XBTYJRVBCBRXCK-UHFFFAOYNA-N,CHEMBL220620,1559,N,4.0,chembl20,428413,9606,CYP2C9,un28,C=1(C=C(C(=CC1)Cl)Cl)N2C(N(C(C2=N)=S)C)=O,CN1C(=O)N(c2ccc(Cl)c(Cl)c2)C(=N)C1=S
23987,WXEZZUDLDARSKV-UHFFFAOYNA-N,CHEMBL1490330,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,N(C1=CC(=CC=C1)C)CCNC=2C=C(C=CC2)C,Cc1cccc(NCCNc2cccc(C)c2)c1
24001,WZBDSVGCZKXTRH-CAOOACKPNA-N,CHEMBL3207808,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,BrC=1C=C(C(OCC=2C=C(F)C=CC2)=CC1)/C=N/O,O/N=C/c1cc(Br)ccc1OCc1cccc(F)c1
24002,WZJKPXZLQTXALB-UHFFFAOYNA-N,CHEMBL1358898,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=C(C1=C2C(=CC=C1)C=CC=C2)CC[N+](C)(C)C,C[N+](C)(C)CCC(=O)c1cccc2ccccc12
24028,XAHMYDHCJOPCNK-UHFFFAOYNA-N,CHEMBL1357551,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=2N=CN=CC2N=C1)CC3=CC(OC)=CC=C3,COc1cccc(Cn2c(=O)cnc3cncnc32)c1
24063,WXDPBEUTMVLGPI-YHMJCDSINA-N,CHEMBL1478772,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,S1C(CN2C=3N=C(N=CC3N=CC2=O)NCC)=CC=C1,CCNc1ncc2ncc(=O)n(Cc3cccs3)c2n1
24076,YOQKYBGLBXCXSE-UHFFFAOYNA-N,CHEMBL1311630,1559,A,5.9,chembl20,737826,9606,CYP2C9,un28,S1C(C=2OC(NCC3=CC=CC=C3)=C(N2)C#N)=CC=C1,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1
24097,YKNHGENBUSXLPZ-UHFFFAOYNA-N,CHEMBL1417999,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,O1N=C(C2=C(C=CC=C2)C)C=C1C3=C(O)C=CC=C3,Cc1ccccc1-c1cc(-c2ccccc2O)on1
24151,YNRUIOVNDGBVOP-UHFFFAOYNA-N,CHEMBL1550866,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,N12C(NC3CCCCC3)=C(N=C1C=CC=C2)C(C)C,CC(C)c1nc2ccccn2c1NC1CCCCC1
24154,YNTKLVYGQBWKPR-UHFFFAOYNA-N,CHEMBL1347768,1559,N,4.55,chembl20,737826,9606,CYP2C9,un28,S(C=1C(=CC=CC1)CC(NC)C)C=2C=CC(O)=CC2,CNC(C)Cc1ccccc1Sc1ccc(O)cc1
24156,YNXKJVFDOINIGP-WYUMXYHSNA-N,CHEMBL1393667,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(NC(=O)C=2C(=NOC2N)CC)C=CC1F,CCc1noc(N)c1C(=O)Nc1ccc(F)c(Cl)c1
24187,YIWBUCPDNSJWFI-UHFFFAOYNA-N,CHEMBL1324697,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,O=C1C(C2=C(C1C)CC(N=C2)(C(OC)=O)C)CCCCC,CCCCCC1C(=O)C(C)C2=C1C=NC(C)(C(=O)OC)C2
24194,YSBPMMIOSDLMAM-AWEZNQCLNA-N,CHEMBL1371311,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,N=1C=2C(C=CC1CC[C@H]3NCCCC3)=CC=CC2,c1ccc2nc(CC[C@@H]3CCCCN3)ccc2c1
24219,YSYUXXWPLLXZFQ-YHMJCDSINA-N,CHEMBL1302204,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,S=C(N1CCN(C=2C=C(OC)C=CC2)CC1)NC,CNC(=S)N1CCN(c2cccc(OC)c2)CC1
24244,YUFKWMXGTOJNRX-UHFFFAOYNA-N,CHEMBL243663,1559,N,4.8,chembl20,688885,9606,CYP2C9,un28,C=1(C=CC2=C(OC(C3=CC=CC=C3)=CC2=O)C1O)OC,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1O
24268,YQLUOPVYFRFEOH-GPQMBLKYNA-N,CHEMBL1419070,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(OCC(=O)NCCC2=CCCCC2)C=C1,O=C(COc1ccc(Cl)cc1)NCCC1=CCCCC1
24270,YQNWZWMKLDQSAC-UHFFFAOYNA-N,CHEMBL2204360,1559,N,4.41,chembl20,880249,9606,CYP2C9,un28,N1(CCNCC1)C=2C(=CC=CC2)SC=3C(=CC(=CC3)C)C,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
24288,YRTNUSSKCYSRKK-UHFFFAOYNA-N,CHEMBL1349604,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,O1C(=C(N)C=2C1=CC=C(OC)C2)C(=O)C=3C=CC=CC3,COc1ccc2oc(C(=O)c3ccccc3)c(N)c2c1
24302,XWIRVUIKWOCNBQ-UHFFFAOYNA-N,CHEMBL1471858,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,ClC=1C(=CC=2OCOC2C1)CSC3=NC(=CC(=C3C#N)C)C,Cc1cc(C)c(C#N)c(SCc2cc3c(cc2Cl)OCO3)n1
24311,XWSTXMJMXOVOBY-UHFFFAOYNA-N,CHEMBL1309244,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C(=O)C=2N3C(=CC2C)C=CC=C3)C=C1,Cc1cc2ccccn2c1C(=O)c1ccc(Cl)cc1
24313,XWTYSIMOBUGWOL-NSHDSACANA-N,CHEMBL356716,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,C=1(C=C(O)C=C(C1)O)[C@H](CNC(C)(C)C)O,CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1
24393,XVYCXFCRBQNQEV-UHFFFAOYNA-N,CHEMBL1599748,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O1C(C(=O)N2CCC3(CN(C3)CC(C)C)CC2)=CC=C1,CC(C)CN1CC2(CCN(C(=O)c3ccco3)CC2)C1
24407,XIOYZAUVDJKWCL-UHFFFAOYNA-N,CHEMBL1364931,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(SCC=2ON=C(C=3C=CC=CC3)C2)C=C1,Clc1ccc(SCc2cc(-c3ccccc3)no2)cc1
24414,XNZDUOBXSCICTB-GXDHUFHONA-N,CHEMBL1593596,1559,A,7.5,chembl20,688885,9606,CYP2C9,un28,O(C1C=2C(/C(/C1C)=C/CCOCC=C)=CC=CC2)C,C=CCOCC/C=C1/c2ccccc2C(OC)C1C
24437,ZSDSOMKIKNSFJG-UHFFFAOYNA-N,CHEMBL2204356,1559,N,4.4,chembl20,880249,9606,CYP2C9,un28,N1(CCNCC1)C=2C(=CC=CC2)SC=3C(=C(C=CC3)Cl)Cl,Clc1cccc(Sc2ccccc2N2CCNCC2)c1Cl
24443,ZSIIKCZWUHINMD-UHFFFAOYNA-N,CHEMBL104554,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,N12C(=C(C3=CC=CC=C3)N=C1C=CC(=C2)Cl)C(=O)OCC,CCOC(=O)c1c(-c2ccccc2)nc2ccc(Cl)cn12
24464,ZTUZXUBGODXJRI-UHFFFAOYNA-N,CHEMBL1564800,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O1C(C(=O)N2CCN(C=3C=CC(N)=CC3)CC2)=CC=C1,Nc1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1
24481,ZRISIFUEXNEHKJ-YAQRNVERNA-N,CHEMBL1422800,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O(C=1C=CC(CC(=NC(=O)C)C(=O)O)=CC1)C,COc1ccc(CC(=NC(C)=O)C(=O)O)cc1
24524,ZMTZGWGREAHCNN-YAQRNVERNA-N,CHEMBL1392952,1559,A,5.55,chembl20,737826,9606,CYP2C9,un28,S1C(NC(=O)C=2OC=CC2)=C(C3=C1CCC3)C(OC)=O,COC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC2
24539,ZNJCTIKOECRRTD-UHFFFAOYNA-N,CHEMBL1568684,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,OC=1C(C2NC=3C4=C(N2)C=CC=C4C=CC3)=CC=CC1,Oc1ccccc1C1Nc2cccc3cccc(c23)N1
24548,ZQSIJRDFPHDXIC-UHFFFAOYNA-N,CHEMBL8145,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,C=1(C(C2=CC=C(C=C2OC1)O)=O)C=3C=CC(=CC3)O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
24570,YTQXXHALWAQGSY-UHFFFAOYNA-N,CHEMBL1518057,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(CN2C3=C(C(N=O)=C2O)C=CC=C3)=CC=C1Cl,O=Nc1c(O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12
24609,YZYVKYWORLHIDD-HCKMINDGNA-N,3233723,1559,A,6.40001,pubchem,883,9606,CYP2C9,un28,S1C(CNC=2N=C(N=CC2)C3=CC=CN=C3)=CC=C1,c1cncc(-c2nccc(NCc3cccs3)n2)c1
24612,ZABPRYGHMHCWCX-UHFFFAOYNA-N,CHEMBL1572371,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,O=C(C=1N2C(=C(C1C)C=O)C=CC=C2)C=3C=CN=CC3,Cc1c(C=O)c2ccccn2c1C(=O)c1ccncc1
24635,YYXHNMIIFIOTIS-UHFFFAOYNA-N,CHEMBL1539061,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=2C(C(=O)C1CCC)=CC=CC2)C3=CC=CC=C3,CCCC1C(=O)c2ccccc2N(c2ccccc2)C1=O
24646,ZATRWQNCPMMJCE-YHSKDTNENA-N,CHEMBL1447809,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,S1C(CC(ON=C(N)C=2C=CC(=CC2)C)=O)=CC=C1,Cc1ccc(C(N)=NOC(=O)Cc2cccs2)cc1
24648,ZAWFZRFBTBWVPW-AHPDCHJINA-N,CHEMBL1549020,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,S=C(NC(=O)C=1C=CC(OC)=CC1)NC(=O)NC,CNC(=O)NC(=S)NC(=O)c1ccc(OC)cc1
24694,ZEEOXIOHEVEEGV-YHMJCDSINA-N,CHEMBL1543433,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,N1N=C(N=NN(CC)CC)C2=C1N=C(C=C2C)C,CCN(CC)N=Nc1n[nH]c2nc(C)cc(C)c12
24724,ZARZEUSENWTEGY-UHFFFAOYNA-N,CHEMBL1409961,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(CSCC2=CC=C(N(=O)=O)C=C2)C=C1,O=[N+]([O-])c1ccc(CSCc2ccc(Cl)cc2)cc1
24729,ZIBRCESPLRHTBI-JLGFQASFNA-N,CHEMBL1462421,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,S1C(CNC(=S)NC=2C=CC(=CC2)CCCC)=CC=C1,CCCCc1ccc(NC(=S)NCc2cccs2)cc1
24748,ZJVFLBOZORBYFE-UHFFFAOYNA-N,CHEMBL19449,1559,A,6.2,chembl20,688885,9606,CYP2C9,un28,C=1C=CC=2N(N=C(C2C(=O)C(C)C)C(C)C)C1,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
24751,ZJZSQGDOCUHCCW-UHFFFAOYNA-N,CHEMBL225513,1559,A,5.8,chembl20,688885,9606,CYP2C9,un28,C=1(C=CC2=C(C1O)OC(=CC2=O)C3=CC(=CC=C3)O)O,O=c1cc(-c2cccc(O)c2)oc2c(O)c(O)ccc12
24776,ZLFISIVOVCMAOJ-UHFFFAOYNA-N,CHEMBL1367733,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O(C=1C(N(=O)=O)=CC(=CC1)C)CCOCCNCCCC,CCCCNCCOCCOc1ccc(C)cc1[N+](=O)[O-]
24804,ZJKNESGOIKRXQY-JHVZOGCYNA-N,CHEMBL249856,1559,N,4.4,chembl20,688885,9606,CYP2C9,un28,C=1(NC(=C(N1)C(C2=CC=C(C=C2)SC)=O)C)O,CSc1ccc(C(=O)c2nc(O)[nH]c2C)cc1
24810,ZJTRKQDHYRGEPQ-YHMJCDSINA-N,CHEMBL1516856,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,S1N=NC=2C1=CC=C(C2)C(=O)NC3=CN=CC=C3,O=C(Nc1cccnc1)c1ccc2snnc2c1
24812,ZFVXGNGPIXWVEL-YHMJCDSINA-N,234474,1559,A,5.90001,pubchem,883,9606,CYP2C9,un28,S1C=2C(N=C1NC=3C=CC(N(=O)=O)=CC3)=CC=CC2,O=[N+]([O-])c1ccc(Nc2nc3ccccc3s2)cc1
24819,ZGHQGWOETPXKLY-MBMZYUKMNA-N,CHEMBL77030,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,C=1(C=C(/C=C(/C(N)=S)\C#N)C=CC1O)O,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S
24835,ZHHGHWDAMAFEBL-UHFFFAOYNA-N,CHEMBL1407398,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(OCC=2OC(C(=O)N3N=CC=C3)=CC2)C=C1,O=C(c1ccc(COc2ccc(F)cc2)o1)n1cccn1
24863,ZRZGBCNLVPZNKG-UHFFFAOYNA-N,CHEMBL1467491,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S(C1=CC=C(CNC2=CC(=C(C=C2)C)C)C=C1)C,CSc1ccc(CNc2ccc(C)c(C)c2)cc1
24866,ZZEMRLVZULCKAZ-CMDGGOBGNA-N,CHEMBL1470528,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=O)/C=C/C2=CC=CC=C2)C=NN1)CC#C,C#CCSc1nncn1C(=O)/C=C/c1ccccc1
24873,ZUEBSLXIWLEWET-GPQMBLKYNA-N,CHEMBL313339,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,N1=C(N(C2=CC=CC=C2)N=C1C=3C=CC=CC3)S,Sc1nc(-c2ccccc2)nn1-c1ccccc1
24879,ZUJSAJQUBXASPX-LYPLOYGANA-N,CHEMBL1336185,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(/C=C(/C(C(=O)O)(C)C)\C)C=C1,C/C(=C\c1ccc(Cl)cc1)C(C)(C)C(=O)O
24881,ZUXMXDANWVWPIO-DZQFSFFNNA-N,CHEMBL1385992,1559,A,5.75,chembl20,737826,9606,CYP2C9,un28,S=C(NNC(=O)C1CCC(CC1)CCCCC)NCC,CCCCCC1CCC(C(=O)NNC(=S)NCC)CC1
24904,ZWGWOKUCQZEWFI-UHFFFAOYNA-N,CHEMBL1573944,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C=2N(C(=O)C(=CC2)C#N)CC=C)C=C1,C=CCn1c(-c2ccc(Cl)cc2)ccc(C#N)c1=O
24940,ZYBRMSPAJWCAFA-UHFFFAOYNA-N,CHEMBL1602549,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,S1C=2N(C(=N)C(CC2C(OC(C)C)=O)C#N)C(=O)C1,CC(C)OC(=O)C1=C2SCC(=O)N2C(=N)C(C#N)C1
24944,ZYKVVQSFNRWTTL-UHFFFAOYNA-N,CHEMBL1366979,1559,A,5.9,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(CN2C3=C(C(N=O)=C2O)C=CC=C3)C=C1,O=Nc1c(O)n(Cc2ccc(Cl)cc2)c2ccccc12
24987,BAELLMKYBZSECI-UHFFFAOYNA-N,CHEMBL1444652,1559,A,5.7,chembl20,688885,9606,CYP2C9,un28,S(C1=NC=2C(C(=C1)C)=CC=CC2)CC(=O)C=3C=CC=CC3,Cc1cc(SCC(=O)c2ccccc2)nc2ccccc12
25004,BDVFVCGFMNCYPV-LLVKDONJNA-N,CHEMBL1318551,1559,N,4.5,chembl20,688885,9606,CYP2C9,un28,S(=O)(=O)(N1[C@@H](CNCC1)C)C=2C=3C(C=CC2)=CN=CC3,C[C@@H]1CNCCN1S(=O)(=O)c1cccc2cnccc12
25017,AYUZNQKAUQVIJC-YAQRNVERNA-N,CHEMBL1378545,1559,A,5.75,chembl20,737826,9606,CYP2C9,un28,S=C1N(C(=O)C2=C(N1)N=CC=C2)CCCOC(C)C,CC(C)OCCCn1c(=S)[nH]c2ncccc2c1=O
25020,AYZQOUBKFYWKKZ-UHFFFAOYNA-N,CHEMBL1356628,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,C1=C2C(=NC=3C1=CC=CC3C(C)C)C=4N(C2)C(=O)C=CC4,CC(C)c1cccc2cc3c(nc12)-c1cccc(=O)n1C3
25031,BCRGFNXWGRNAOP-HCKMINDGNA-N,CHEMBL1512023,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(CN2C=3N=C(N=CC3N=CC2=O)NCC)C=C1,CCNc1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1
25032,BCTONXHZFGFJIT-UHFFFAOYNA-N,CHEMBL1081505,1559,A,5.06,chembl20,619261,9606,CYP2C9,un28,C=1C=C2N(C(=NC2=C(NCC3=C(C=CC=C3C)C)C1)C)C,Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C
25046,BFXAECNYFBHUGT-GPQMBLKYNA-N,CHEMBL1453751,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC1=C(C(=O)C=2C=C(N(C2)C)C(=O)O)C=CC(Cl)=C1,Cn1cc(C(=O)c2ccc(Cl)cc2Cl)cc1C(=O)O
25058,BHNGHXARKBYTKK-GPQMBLKYNA-N,3233095,1559,A,6.40001,pubchem,883,9606,CYP2C9,un28,S1C(CNC2=NC=NC=C2C3=CC(OC)=CC=C3)=CC=C1,COc1cccc(-c2cncnc2NCc2cccs2)c1
25063,BHQONEZYXUINHI-NDKGDYFDNA-N,CHEMBL1358359,1559,A,5.1,chembl20,688885,9606,CYP2C9,un28,O=C1N(C(=O)C2=C1C(N(=O)=O)=CC=C2)C=3NN=CN3,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1c1ncn[nH]1
25069,BIAPIOFMRYJXBZ-LUXCBXFANA-N,CHEMBL1606415,1559,A,6.1,chembl20,737826,9606,CYP2C9,un28,O=C(NC(CCC1=CC=CC=C1)C)C(=O)NCCO,CC(CCc1ccccc1)NC(=O)C(=O)NCCO
25079,BEYBXQIASVJNJQ-UHFFFAOYNA-N,CHEMBL1399862,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,S1C=2N(N=C(C=3C=CC(OCC)=CC3)C1)C(=NN2)C=4OC=CC4,CCOc1ccc(C2=Nn3c(nnc3-c3ccco3)SC2)cc1
25092,BBUXMOIORSPPGI-UHFFFAOYNA-N,CHEMBL1459858,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=NC=2N(N=CC21)C(C)(C)C)CC=3C(=CC=CC3)C,Cc1ccccc1Cn1cnc2c(cnn2C(C)(C)C)c1=O
25125,ASHAMCREPXTDMT-GPQMBLKYNA-N,CHEMBL1305982,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,S(CC=1NC=2C(N1)=CC=CC2)CCOC3=CC(=CC=C3)C,Cc1cccc(OCCSCc2nc3ccccc3[nH]2)c1
25128,ASNZICBNRGZMRX-GPQMBLKYNA-N,CHEMBL1329446,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,OC(=O)CCN1N=C(N=N1)C=2C=CC(=CC2)C(C)C,CC(C)c1ccc(-c2nnn(CCC(=O)O)n2)cc1
25133,ASVPNBDOVHTUEM-HCKMINDGNA-N,4674678,1559,A,6.25964,pubchem,656029,9606,CYP2C9,un28,S(C=1NC=2C(N1)=CC=C(OC)C2)CC3=NC=CC=C3,COc1ccc2nc(SCc3ccccn3)[nH]c2c1
25161,APNCRASUNSLSDH-ZHLVXTBQNA-N,CHEMBL1545002,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,S(C=1N=C(N)C(C(OCC)=O)=CN1)CCC2=CC=CC=C2,CCOC(=O)c1cnc(SCCc2ccccc2)nc1N
25176,AQVSOQCEJLFIBA-XQMQJMAZNA-N,CHEMBL1332887,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C(=O)NNC(=O)C2=C(O)C=CC=C2)=CC1,O=C(NNC(=O)c1ccccc1O)c1ccc(Cl)cc1
25194,AVOLMBLBETYQHX-WYUMXYHSNA-N,CHEMBL456,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,C1(=C(C(Cl)=C(C=C1)OCC(O)=O)Cl)C(C(=C)CC)=O,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
25208,AURRUUAVZIMCTE-UHFFFAOYNA-N,CHEMBL1550593,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1=NC=2C(N=C1OC3=CC=C(OC)C=C3)=CC=CC2,COc1ccc(Oc2nc3ccccc3nc2C(F)(F)F)cc1
25210,AUSNOHVBJLPVPE-RVQYIEHVNA-N,CHEMBL1602560,1559,A,8.15,chembl20,737826,9606,CYP2C9,un28,S=C(NC1=C(C(=CC=C1)C)C)NNC(=O)CC(O)C,Cc1cccc(NC(=S)NNC(=O)CC(C)O)c1C
25242,AXTIMGDLGCBLQL-UHFFFAOYNA-N,CHEMBL1346159,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2N(C(=S)N3N2CCC3)C4=CC=CC=C4)C=C1,S=C1N(c2ccccc2)C(c2ccc(Cl)cc2)N2CCCN12
25254,AYBUIDFLNONILH-GPQMBLKYNA-N,CHEMBL1400520,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(C(=O)NC2=C(SC)C=CC(=C2)C#N)=CC=C1,CSc1ccc(C#N)cc1NC(=O)c1cccc(Cl)c1
25272,AAUCBLGUBWYLGP-UHFFFAOYNA-N,CHEMBL1504734,1559,N,4.55,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1(N(C2CC1C=C2)C(=O)C3=CC(F)=CC=C3)C(F)(F)F,O=C(c1cccc(F)c1)N1C2C=CC(C2)C1(C(F)(F)F)C(F)(F)F
25288,BXZMDFCSGHUUQF-PKSOQXRJNA-N,CHEMBL1303739,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,OC=1N=NC=C2C1N(C=3C2=CC=CC3)CC4=CC=CC=C4,Oc1nncc2c3ccccc3n(Cc3ccccc3)c12
25300,BXCQFCMBKWXNSL-UHFFFAOYNA-N,CHEMBL1507424,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,S=C1N(C(=O)C(C(=O)N1C)=CC=2OC(N3CCCCC3)=CC2)C,CN1C(=O)C(=Cc2ccc(N3CCCCC3)o2)C(=O)N(C)C1=S
25312,CANZBRDGRHNSGZ-VPQZEOPVNA-N,CHEMBL1741950,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,O(C(=O)NC(C(O)=O)C(C)C)CC1=CC=CC=C1,CC(C)C(NC(=O)OCc1ccccc1)C(=O)O
25334,CBXVSNAYNRZZDC-VPQZEOPVNA-N,CHEMBL1384001,1559,A,5.55,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(NC(=O)NCCCC)C=1OC(=CC1)C(OC(C)C)=O,CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OC(C)C)o1
25346,CCVFBVUSZWJXRO-DZQCGVKKNA-N,CHEMBL1580037,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C(=O)CSC2=NC(=CC(=C2C(=O)N)C)C)=CC1,Cc1cc(C)c(C(N)=O)c(SCC(=O)c2ccc(Cl)cc2)n1
25364,CDVIOAVAALDJEQ-HCKMINDGNA-N,CHEMBL1299933,1559,A,6.65,chembl20,737826,9606,CYP2C9,un28,S1C(=NN=C1SCC)NC(=O)COC=2C=C3C(=CC2)C=CC=C3,CCSc1nnc(NC(=O)COc2ccc3ccccc3c2)s1
25371,CEHDRGBLVBQUPH-UHFFFAOYNA-N,CHEMBL73310,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,C(C(C=1C=CC(=CC1)O)=CC)(C2=CC=C(C=C2)O)CC,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
25380,BYRQEEMXPWQGNT-UHFFFAOYNA-N,CHEMBL1395605,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,S1C(CN2C=3N=C(N4CCOCC4)N=CC3N=CC2=O)=CC=C1,O=c1cnc2cnc(N3CCOCC3)nc2n1Cc1cccs1
25392,BZKORUNDAHVLAO-UHFFFAOYNA-N,CHEMBL1331521,1559,N,4.6,chembl20,688885,9606,CYP2C9,un28,O1C(=C(OC)C(=O)C2=C1C=CC(OC)=C2)C3=CC=CC=C3,COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1
25429,BXGMZLQORCMYJB-UHFFFAOYNA-N,CHEMBL1551749,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(OC2=NC=3N(C(=O)C=NC3C=N2)CCOC)=CC=C1,COCCn1c(=O)cnc2cnc(Oc3cccc(Cl)c3)nc21
25443,AHEKVNKLJMHRES-SFQUDFHCNA-N,CHEMBL3210478,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,O/N=C/C1=C(N(N=C1C)C2=CC=CC=C2)N3CCCCC3,Cc1nn(-c2ccccc2)c(N2CCCCC2)c1/C=N/O
25448,AHHGHXFTQVZBPO-UHFFFAOYNA-N,90645311,1559,A,5.72125,pubchem,1157900,9606,CYP2C9,un28,FC1=CC=C(OC2=NC=CC=3C2=CC(OC)=C(OC)C3)C=C1,COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC
25453,ACIIQTAQRBVJEZ-UHFFFAOYNA-N,CHEMBL1594271,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,S1C2=C([N+]3=C(C2O)CC=C3)C(C4=CC=C(OC)C=C4)=C1,COc1ccc(-c2csc3c2[N+]2=C(CC=C2)C3O)cc1
25462,ACVGNKYJVGNLIL-LILDFLRNNA-N,CHEMBL32503,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,N=1N(C(=N)C=CC1C=2C=CC(=CC2)OC)CCCC(O)=O,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1
25488,AGAINYKORDFPCM-UHFFFAOYNA-N,CHEMBL1553941,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,S1C(CN2C=3N=C(OC4=CC=CC=C4)N=CC3N=CC2=O)=CC=C1,O=c1cnc2cnc(Oc3ccccc3)nc2n1Cc1cccs1
25490,AGCSFEMNYLPWSY-UHFFFAOYNA-N,CHEMBL1529571,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,ClC=1C(CSC2=NC(N3CCOCC3)=CC(=N2)C)=CC=C(Cl)C1,Cc1cc(N2CCOCC2)nc(SCc2ccc(Cl)cc2Cl)n1
